episode,step,action,difficulty,ability,engagement,response_time,correct,reward,prob_correct,seed,method
1,0,1,1.0,0.8231754675557758,0.9823175467555776,1.078412266222112,0.0,0.5521169783705173,0.4608740225145978,2,staircase
1,1,0,0.0,0.8731754675557758,0.9450000000000001,1.411587733777888,1.0,1.092883021629483,0.6949099876664714,2,staircase
1,2,1,1.0,0.8531754675557758,0.9303175467555777,1.0634122662221122,0.0,0.5721169783705171,0.4683362966521036,2,staircase
1,3,0,0.0,0.8331754675557758,0.8470000000000001,1.4265877337778878,0.0,0.10788302162948288,0.7012328447208267,2,staircase
1,4,0,0.0,0.8831754675557758,0.8086824532444226,1.4165877337778878,1.0,1.086216354962816,0.6970259467849298,2,staircase
1,5,1,1.0,0.9331754675557759,0.8520000000000002,1.058412266222112,1.0,1.6137836450371839,0.47082703865601694,2,staircase
1,6,2,2.0,0.9131754675557758,0.7433175467555777,1.5334122662221121,0.0,-0.05454968829614948,0.25600743919653346,2,staircase
1,7,1,1.0,0.8931754675557758,0.7326350935111553,1.0434122662221121,0.0,0.5987836450371837,0.4783074925899834,2,staircase
1,8,0,0.0,0.9431754675557759,0.6883175467555778,1.4465877337778879,1.0,1.046216354962816,0.7095450426560888,2,staircase
1,9,1,1.0,0.9931754675557759,0.7376350935111554,1.028412266222112,1.0,1.653783645037184,0.48579768832118997,2,staircase
1,10,2,2.0,0.9731754675557759,0.6349526402667329,1.503412266222112,0.0,-0.014549688296149443,0.2676017545282811,2,staircase
1,11,1,1.0,0.9531754675557759,0.6302701870223105,1.0134122662221121,0.0,0.6387836450371838,0.4932942689796145,2,staircase
1,12,0,0.0,1.0031754675557758,0.579952640266733,1.4765877337778879,1.0,1.006216354962816,0.7217533415808998,2,staircase
1,13,1,1.0,0.9831754675557758,0.5782701870223106,1.001587733777888,0.0,0.6577251558519253,0.5007938662218586,2,staircase
1,14,0,0.0,0.9631754675557758,0.481952640266733,1.4915877337778878,0.0,0.02121635496281621,0.7277378439131919,2,staircase
1,15,0,0.0,1.0131754675557758,0.4306350935111554,1.481587733777888,1.0,0.9995496882961494,0.7237571359566316,2,staircase
1,16,1,1.0,1.0631754675557759,0.4743175467555778,1.006587733777888,1.0,1.632883021629483,0.5032938192404331,2,staircase
1,17,2,2.0,1.113175467555776,0.43563509351115537,1.4684122662221122,1.0,1.0671169783705172,0.281542218274284,2,staircase
1,18,2,2.0,1.0931754675557759,0.34495264026673295,1.443412266222112,0.0,0.06545031170385057,0.29176556688183447,2,staircase
1,19,1,1.0,1.143175467555776,0.3806350935111553,1.046587733777888,1.0,1.5795496882961495,0.5232770290391012,2,staircase
2,0,1,1.0,1.0791713024405978,0.9920828697559402,1.049585651220299,0.0,0.6105524650396015,0.5247725258969513,2,staircase
2,1,0,0.0,1.1291713024405978,0.9291657395118804,1.5395856512202988,1.0,0.9222191317062681,0.7463371279863223,2,staircase
2,2,1,1.0,1.1091713024405978,0.9182486092678206,1.064585651220299,0.0,0.5905524650396015,0.5322479993129117,2,staircase
2,3,0,0.0,1.1591713024405979,0.8523314790237608,1.554585651220299,1.0,0.9022191317062682,0.7519745843206267,2,staircase
2,4,1,1.0,1.1391713024405978,0.838414348779701,1.0795856512202988,0.0,0.5705524650396014,0.5397090236474611,2,staircase
2,5,0,0.0,1.1891713024405979,0.7694972185356412,1.569585651220299,1.0,0.8822191317062681,0.7575274566462613,2,staircase
2,6,1,1.0,1.239171302440598,0.7955800882915814,1.094585651220299,1.0,1.5155524650396015,0.5471522942635002,2,staircase
2,7,2,2.0,1.289171302440598,0.7744972185356412,1.3804143487797012,1.0,1.1844475349603987,0.31846637404745487,2,staircase
2,8,2,2.0,1.269171302440598,0.701414348779701,1.355414348779701,0.0,0.18278086829373197,0.32941575418800173,2,staircase
2,9,1,1.0,1.249171302440598,0.6764972185356412,1.134585651220299,0.0,0.497219131706268,0.5668894496223585,2,staircase
2,10,0,0.0,1.229171302440598,0.5535800882915813,1.624585651220299,0.0,-0.15611420162706524,0.7771563766959952,2,staircase
2,11,0,0.0,1.279171302440598,0.4756629580475215,1.614585651220299,1.0,0.8222191317062681,0.7736734999037349,2,staircase
