episode,step,action,difficulty,ability,engagement,response_time,correct,reward,prob_correct,seed,method
1,0,0,0.0,0.926080936982432,0.9573919063017569,1.438040468491216,1.0,1.0576127086783786,0.7060094371882685,2,ppo
1,1,0,0.0,0.976080936982432,0.9097838126035137,1.463040468491216,1.0,1.0242793753450452,0.7162795166029983,2,ppo
1,2,0,0.0,0.956080936982432,0.8141757189052705,1.488040468491216,0.0,0.02594604201171191,0.7263298968270943,2,ppo
1,3,1,1.0,1.006080936982432,0.8635676252070273,1.021959531508784,1.0,1.6563063543391894,0.48902199879654273,2,ppo
1,4,1,1.0,1.056080936982432,0.9079595315087842,1.003040468491216,1.0,1.6376127086783787,0.5015202295610495,2,ppo
1,5,0,0.0,1.106080936982432,0.847351437810541,1.5280404684912159,1.0,0.9376127086783786,0.7419408952209522,2,ppo
1,6,2,2.0,1.086080936982432,0.7559595315087841,1.446959531508784,0.0,0.0607206246549547,0.290301732986452,2,ppo
1,7,1,1.0,1.066080936982432,0.7493514378105409,1.043040468491216,0.0,0.6192793753450454,0.5215069554699896,2,ppo
1,8,1,1.0,1.116080936982432,0.7877433441122977,1.033040468491216,1.0,1.5976127086783785,0.516514225307385,2,ppo
1,9,1,1.0,1.166080936982432,0.8211352504140546,1.0580404684912161,1.0,1.5642793753450452,0.5289876913136291,2,ppo
1,10,2,2.0,1.146080936982432,0.7357433441122978,1.416959531508784,0.0,0.10072062465495474,0.30281704315860175,2,ppo
1,11,1,1.0,1.1960809369824321,0.7661352504140546,1.073040468491216,1.0,1.5442793753450452,0.5364554284805177,2,ppo
1,12,0,0.0,1.2460809369824322,0.6915271567158114,1.5980404684912162,1.0,0.8442793753450452,0.76782687040923,2,ppo
1,13,2,2.0,1.2260809369824321,0.6141352504140547,1.376959531508784,0.0,0.15405395798828808,0.31996795693389835,2,ppo
1,14,2,2.0,1.2060809369824321,0.534743344112298,1.386959531508784,0.0,0.14072062465495477,0.3156319446204008,2,ppo
1,15,1,1.0,1.2560809369824322,0.5591352504140548,1.103040468491216,1.0,1.5042793753450454,0.5513386693847194,2,ppo
1,16,2,2.0,1.3060809369824322,0.539743344112298,1.371959531508784,1.0,1.1957206246549548,0.3221477477255966,2,ppo
1,17,1,1.0,1.3560809369824323,0.5541352504140548,1.153040468491216,1.0,1.4376127086783783,0.5759283752024847,2,ppo
1,18,1,1.0,1.4060809369824323,0.5635271567158116,1.1780404684912162,1.0,1.404279375345045,0.5880914094630979,2,ppo
1,19,1,1.0,1.3860809369824323,0.5249190630175683,1.2030404684912162,0.0,0.4059460420117118,0.6001477898238295,2,ppo
2,0,1,1.0,1.173151173891079,1.0,1.0615755869455394,1.0,1.5595658840726139,0.530748941213244,2,ppo
2,1,2,2.0,1.153151173891079,0.9153151173891079,1.4134244130544604,0.0,0.105434115927386,0.3043117812999223,2,ppo
2,2,2,2.0,1.1331511738910789,0.8286302347782157,1.4234244130544607,0.0,0.09210078259405258,0.3000943056661501,2,ppo
2,3,2,2.0,1.1131511738910789,0.7399453521673236,1.4334244130544604,0.0,0.07876744926071927,0.29591041851797467,2,ppo
2,4,1,1.0,1.163151173891079,0.7736302347782158,1.0565755869455393,1.0,1.5662325507392807,0.5282576509024263,2,ppo
2,5,1,1.0,1.213151173891079,0.802315117389108,1.0815755869455395,1.0,1.5328992174059473,0.5406975584929667,2,ppo
2,6,1,1.0,1.263151173891079,0.8260000000000002,1.1065755869455396,1.0,1.499565884072614,0.5530869520101255,2,ppo
2,7,1,1.0,1.243151173891079,0.8016848826108923,1.1315755869455395,0.0,0.5012325507392807,0.5654107617582123,2,ppo
2,8,2,2.0,1.223151173891079,0.7240000000000002,1.3784244130544605,0.0,0.15210078259405263,0.3193308108037804,2,ppo
2,9,1,1.0,1.203151173891079,0.7036848826108923,1.1115755869455395,0.0,0.5278992174059474,0.555557437672504,2,ppo
2,10,2,2.0,1.183151173891079,0.6220000000000002,1.3984244130544605,0.0,0.12543411592738596,0.3106999887313998,2,ppo
2,11,2,2.0,1.163151173891079,0.5383151173891081,1.4084244130544605,0.0,0.1121007825940526,0.30643297576160844,2,ppo
2,12,0,0.0,1.213151173891079,0.4670000000000002,1.5815755869455395,1.0,0.8662325507392806,0.7619048279519934,2,ppo
2,13,2,2.0,1.193151173891079,0.38631511738910806,1.3934244130544604,0.0,0.13210078259405267,0.3128456877163622,2,ppo
2,14,1,1.0,1.173151173891079,0.36900000000000016,1.0965755869455394,0.0,0.5478992174059474,0.5481382272016655,2,ppo
2,15,2,2.0,1.153151173891079,0.28431511738910803,1.4134244130544604,0.0,0.105434115927386,0.3043117812999223,2,ppo
2,16,1,1.0,1.1331511738910789,0.27100000000000013,1.0765755869455393,0.0,0.5745658840726141,0.5382131310078385,2,ppo
2,17,2,2.0,1.1131511738910789,0.182315117389108,1.4334244130544604,0.0,0.07876744926071927,0.29591041851797467,2,ppo
2,18,1,1.0,1.0931511738910789,0.1730000000000001,1.0565755869455393,0.0,0.6012325507392808,0.5282576509024263,2,ppo
2,19,1,1.0,1.143151173891079,0.2086848826108922,1.0465755869455395,1.0,1.5795658840726141,0.5232709687822957,2,ppo
3,0,1,1.0,0.8810138404487887,1.0,1.0844930797756056,1.0,1.579009226965859,0.45785370766856537,2,ppo
3,1,0,0.0,0.9310138404487888,0.9568986159551212,1.4405069202243943,1.0,1.0543241063674742,0.7070322696814885,2,ppo
3,2,0,0.0,0.9810138404487888,0.9087972319102423,1.4655069202243944,1.0,1.0209907730341408,0.717280926465386,2,ppo
3,3,0,0.0,1.0310138404487887,0.8556958478653635,1.4905069202243943,1.0,0.9876574397008075,0.7273093381209471,2,ppo
3,4,2,2.0,1.0810138404487888,0.8137972319102423,1.4844930797756057,1.0,1.0456758936325259,0.27508262823188534,2,ppo
3,5,2,2.0,1.0610138404487888,0.7198986159551212,1.4594930797756056,0.0,0.04400922696585918,0.2851645163083241,2,ppo
3,6,0,0.0,1.1110138404487888,0.6587972319102423,1.5305069202243944,1.0,0.9343241063674742,0.7428842438536304,2,ppo
3,7,2,2.0,1.0910138404487888,0.5678986159551211,1.4444930797756057,0.0,0.06400922696585915,0.2913190928130281,2,ppo
3,8,0,0.0,1.0710138404487888,0.46079723191024224,1.5455069202243945,0.0,-0.05067589363252589,0.7485725862944008,2,ppo
3,9,2,2.0,1.0510138404487888,0.36589861595512113,1.4644930797756057,0.0,0.03734256029919247,0.2831304460141671,2,ppo
3,10,1,1.0,1.0310138404487887,0.36279723191024227,1.0255069202243945,0.0,0.6426574397008075,0.5127506950187376,2,ppo
3,11,0,0.0,1.0810138404487888,0.30469584786536336,1.5155069202243943,1.0,0.9543241063674742,0.7371124027346165,2,ppo
3,12,0,0.0,1.0610138404487888,0.19859446382048446,1.5405069202243944,0.0,-0.04400922696585918,0.746685795278979,2,ppo
3,13,2,2.0,1.0410138404487888,0.10269584786536333,1.4694930797756056,0.0,0.03067589363252582,0.2811051791131186,2,ppo
3,14,1,1.0,1.0910138404487888,0.14359446382048446,1.0205069202243944,1.0,1.614324106367474,0.510252023045161,2,ppo
3,15,2,2.0,1.1410138404487888,0.10769584786536335,1.4544930797756055,1.0,1.085675893632526,0.2872073451554832,2,ppo
3,16,2,2.0,1.1910138404487889,0.07679723191024224,1.4294930797756056,1.0,1.1190092269658591,0.29755120949343355,2,ppo
3,17,0,0.0,1.241013840448789,0.0026958478653633378,1.5955069202243943,1.0,0.8476574397008074,0.7669223397480668,2,ppo
3,18,1,1.0,1.291013840448789,0.02359446382048444,1.1205069202243945,1.0,1.4809907730341405,0.559963479162188,2,ppo
3,19,0,0.0,1.341013840448789,0.0,1.6455069202243946,1.0,0.7809907730341407,0.7843187427560838,2,ppo
4,0,2,2.0,1.2449608957756482,0.9744960895775648,1.4025195521121758,1.0,1.1549739305170987,0.308948638794353,2,ppo
4,1,2,2.0,1.2249608957756482,0.8969921791551296,1.377519552112176,0.0,0.15330726385043209,0.3197242980463479,2,ppo
4,2,1,1.0,1.2749608957756482,0.9194960895775649,1.112480447887824,1.0,1.4916927361495678,0.5560042371590798,2,ppo
4,3,1,1.0,1.2549608957756482,0.8940000000000001,1.1374804478878242,0.0,0.4933594028162345,0.5683103899201964,2,ppo
4,4,1,1.0,1.3049608957756482,0.9135039104224354,1.127480447887824,1.0,1.471692736149568,0.5633971673976841,2,ppo
4,5,1,1.0,1.2849608957756482,0.8850078208448706,1.152480447887824,0.0,0.4733594028162345,0.5756547988335606,2,ppo
4,6,2,2.0,1.2649608957756482,0.8115039104224354,1.357519552112176,0.0,0.1799739305170988,0.32848633998710325,2,ppo
4,7,2,2.0,1.2449608957756482,0.7360000000000002,1.367519552112176,0.0,0.16664059718376545,0.32408990621428674,2,ppo
4,8,2,2.0,1.2249608957756482,0.658496089577565,1.377519552112176,0.0,0.15330726385043209,0.3197242980463479,2,ppo
4,9,1,1.0,1.2749608957756482,0.6810000000000003,1.112480447887824,1.0,1.4916927361495678,0.5560042371590798,2,ppo
4,10,1,1.0,1.2549608957756482,0.6555039104224355,1.1374804478878242,0.0,0.4933594028162345,0.5683103899201964,2,ppo
4,11,1,1.0,1.3049608957756482,0.6750078208448708,1.127480447887824,1.0,1.471692736149568,0.5633971673976841,2,ppo
4,12,0,0.0,1.3549608957756483,0.5895117312673059,1.652480447887824,1.0,0.7716927361495677,0.7866687097456816,2,ppo
4,13,0,0.0,1.4049608957756483,0.49901564168974105,1.6774804478878242,1.0,0.7383594028162345,0.7949394905772904,2,ppo
4,14,0,0.0,1.4549608957756484,0.4035195521121762,1.7024804478878242,1.0,0.7050260694829013,0.8029699278305054,2,ppo
4,15,2,2.0,1.5049608957756484,0.404015641689741,1.272519552112176,1.0,1.3283072638504323,0.36701613876297456,2,ppo
4,16,1,1.0,1.4849608957756484,0.3555195521121762,1.2524804478878242,0.0,0.3400260694829011,0.623624449916551,2,ppo
4,17,0,0.0,1.5349608957756484,0.25202346253461133,1.7424804478878242,1.0,0.6516927361495678,0.8153207256415685,2,ppo
4,18,0,0.0,1.5849608957756485,0.14352737295704648,1.767480447887824,1.0,0.6183594028162344,0.8227309933496162,2,ppo
4,19,1,1.0,1.6349608957756485,0.13003128337948164,1.2924804478878242,1.0,1.2516927361495676,0.642208107761752,2,ppo
5,0,2,2.0,0.9397614441951356,0.8939761444195136,1.5201192779024322,0.0,-0.036825703869909576,0.26110396703506067,2,ppo
5,1,2,2.0,0.9897614441951357,0.8429522888390272,1.5301192779024322,1.0,0.984840962796757,0.2572638690124783,2,ppo
5,2,2,2.0,1.0397614441951357,0.7969284332585408,1.5051192779024323,1.0,1.0181742961300904,0.26693316760130337,2,ppo
5,3,1,1.0,1.0197614441951357,0.7949522888390272,1.0198807220975679,0.0,0.6501590372032429,0.5099390516360559,2,ppo
5,4,1,1.0,1.0697614441951357,0.8379761444195137,1.0098807220975679,1.0,1.6284923705365764,0.5049402002814374,2,ppo
5,5,0,0.0,1.1197614441951358,0.7760000000000002,1.5348807220975678,1.0,0.9284923705365762,0.7445515464626649,2,ppo
5,6,1,1.0,1.1697614441951358,0.8090238555804867,1.059880722097568,1.0,1.5618257038699093,0.5299046265748534,2,ppo
5,7,0,0.0,1.2197614441951359,0.7370477111609732,1.584880722097568,1.0,0.8618257038699094,0.7631018929369286,2,ppo
5,8,1,1.0,1.269761444195136,0.7600715667414597,1.109880722097568,1.0,1.4951590372032428,0.5547203112360808,2,ppo
5,9,1,1.0,1.319761444195136,0.7780954223219462,1.1348807220975679,1.0,1.4618257038699094,0.5670343389260547,2,ppo
5,10,2,2.0,1.369761444195136,0.7650715667414598,1.340119277902432,1.0,1.2381742961300908,0.3362080614915785,2,ppo
5,11,1,1.0,1.419761444195136,0.7730954223219463,1.1848807220975681,1.0,1.3951590372032425,0.5914013336825532,2,ppo
5,12,2,2.0,1.469761444195136,0.7700715667414599,1.290119277902432,1.0,1.3048409627967572,0.3588777038250538,2,ppo
5,13,2,2.0,1.449761444195136,0.7150477111609735,1.265119277902432,0.0,0.30317429613009067,0.3704612503973524,2,ppo
5,14,2,2.0,1.4997614441951361,0.7150238555804872,1.2751192779024318,1.0,1.3248409627967574,0.3658090639903727,2,ppo
5,15,2,2.0,1.479761444195136,0.6630000000000008,1.250119277902432,0.0,0.32317429613009074,0.37748460893639935,2,ppo
5,16,2,2.0,1.5297614441951362,0.6659761444195145,1.260119277902432,1.0,1.3448409627967575,0.3727964530531976,2,ppo
5,17,2,2.0,1.5097614441951361,0.6169522888390281,1.2351192779024318,0.0,0.3431742961300908,0.3845597822035296,2,ppo
5,18,2,2.0,1.4897614441951361,0.5659284332585417,1.245119277902432,0.0,0.3298409627967574,0.37983737161599945,2,ppo
5,19,2,2.0,1.5397614441951362,0.5699045776780554,1.2551192779024318,1.0,1.351507629463424,0.3751376041473103,2,ppo
6,0,0,0.0,1.7872009567027272,0.8712799043297274,1.8686004783513637,1.0,0.48353269553151523,0.8503311858633638,2,ppo
6,1,2,2.0,1.7672009567027271,0.8480000000000001,1.1063995216486364,0.0,0.5148006378018182,0.44700008988149037,2,ppo
6,2,2,2.0,1.8172009567027272,0.8797200956702729,1.1163995216486364,1.0,1.536467304468485,0.4420616690211076,2,ppo
6,3,1,1.0,1.8672009567027272,0.8430000000000002,1.4086004783513637,1.0,1.0968660288648484,0.6936418580883245,2,ppo
6,4,2,2.0,1.9172009567027273,0.884720095670273,1.0663995216486364,1.0,1.6031339711351513,0.46684894471856453,2,ppo
6,5,1,1.0,1.9672009567027273,0.8380000000000003,1.4586004783513635,1.0,1.0301993621981818,0.7144714382168735,2,ppo
6,6,1,1.0,1.9472009567027273,0.7432799043297276,1.4836004783513637,0.0,0.03186602886484846,0.7245612376822247,2,ppo
6,7,0,0.0,1.9972009567027273,0.5935598086594549,1.9736004783513637,1.0,0.3435326955315152,0.8751411137603221,2,ppo
6,8,2,2.0,1.9772009567027273,0.5912799043297277,1.0013995216486364,0.0,0.6548006378018182,0.4993002396325462,2,ppo
6,9,2,2.0,2.0,0.6412799043297277,1.0113995216486362,1.0,1.6628668261171213,0.49430048605576715,2,ppo
6,10,2,2.0,1.98,0.6392799043297277,1.0,0.0,0.6566666666666667,0.5,2,ppo
6,11,0,0.0,2.0,0.4892799043297277,1.99,1.0,0.33666666666666667,0.8786811621082631,2,ppo
6,12,1,1.0,2.0,0.4392799043297277,1.5,1.0,1.0,0.7310585786300049,2,ppo
6,13,1,1.0,2.0,0.38927990432972764,1.5,1.0,1.0,0.7310585786300049,2,ppo
6,14,2,2.0,1.98,0.38727990432972764,1.0,0.0,0.6566666666666667,0.5,2,ppo
6,15,1,1.0,2.0,0.3372799043297276,1.49,1.0,1.0033333333333334,0.7271082163411295,2,ppo
